Symbol,Category_cl
SLCO1C1,Protein Coding
SLCO2A1,Protein Coding
SLCO2B1,Protein Coding
SLCO3A1,Protein Coding
SLCO4A1,Protein Coding
SLCO4A1-AS1,lncRNA
SLCO4A1-AS2,lncRNA
SLCO4C1,Protein Coding
SLCO5A1,Protein Coding
SLCO5A1-AS1,lncRNA
SLCO6A1,Protein Coding
SLF1,Protein Coding
SLF2,Protein Coding
SLFN5,Protein Coding
SLFN11,Protein Coding
SLFN12,Protein Coding
SLFN12L,Protein Coding
SLFN13,Protein Coding
SLFN14,Protein Coding
SLFNL1,Protein Coding
SLFNL1-AS1,lncRNA
SLIRP,TF
SLIRPP1,Pseudogene
SLIRPP2,Pseudogene
SLIT1,Protein Coding
SLIT1-AS1,lncRNA
SLIT2,Protein Coding
SLIT2-IT1,lncRNA
SLIT3,Protein Coding
SLIT3-AS1,lncRNA
SLIT3-AS2,lncRNA
SLITRK1,Protein Coding
SLITRK2,Protein Coding
SLITRK3,Protein Coding
SLITRK4,Protein Coding
SLITRK5,Protein Coding
SLITRK6,Protein Coding
SLK,Protein Coding
SLMAP,Protein Coding
SLN,Protein Coding
SLPI,Protein Coding
SLTM,TF
SLU7,Protein Coding
SLURP1,Protein Coding
SLURP2,Protein Coding
SLX1A,Protein Coding
SLX1A-SULT1A3,other
SLX1B,Protein Coding
SLX1B-SULT1A4,other
SLX4,Protein Coding
SLX4IP,Protein Coding
SLX9,Protein Coding
SMAD1,TF
SMAD1-AS1,lncRNA
SMAD1-AS2,lncRNA
SMAD2,TF
SMAD3,TF
SMAD4,TF
SMAD5,TF
SMAD5-AS1,lncRNA
SMAD6,TF
SMAD7,TF
SMAD9,TF
SMAD9-IT1,lncRNA
SMAGP,Protein Coding
SMAP1,Protein Coding
SMAP2,Protein Coding
SMARCA1,TF
SMARCA2,TF
SMARCA2-AS1,lncRNA
SMARCA4,TF
SMARCA5,TF
SMARCA5-AS1,lncRNA
SMARCAD1,TF
SMARCAD1-DT,lncRNA
SMARCAL1,TF
SMARCAL1-AS1,lncRNA
SMARCB1,TF
SMARCC1,TF
SMARCC2,TF
SMARCD1,TF
SMARCD2,TF
SMARCD3,TF
SMARCE1,TF
SMARCE1P1,Pseudogene
SMARCE1P2,Pseudogene
SMARCE1P3,Pseudogene
SMARCE1P4,Pseudogene
SMARCE1P5,Pseudogene
SMARCE1P6,Pseudogene
SMARCE1P7,Pseudogene
SMBD1P,Pseudogene
SMC1A,Protein Coding
SMC1B,Protein Coding
SMC2,Protein Coding
SMC2-DT,lncRNA
SMC3,Protein Coding
SMC3P1,Pseudogene
SMC4,Protein Coding
SMC4P1,Pseudogene
SMC5,Protein Coding
SMC5-DT,lncRNA
SMC6,Protein Coding
SMCHD1,Protein Coding
SMCO1,Protein Coding
SMCO2,Protein Coding
SMCO3,Protein Coding
SMCO4,Protein Coding
SMCO4P1,Pseudogene
SMCP,Protein Coding
SMCR2,lncRNA
SMCR5,lncRNA
SMCR8,Protein Coding
SMDT1,Protein Coding
SMG1,Protein Coding
SMG1-DT,lncRNA
SMG1P1,Pseudogene
SMG1P2,Pseudogene
SMG1P3,Pseudogene
SMG1P4,Pseudogene
SMG1P5,Pseudogene
SMG1P6,Pseudogene
SMG1P7,Pseudogene
SMG5,Protein Coding
SMG6,Protein Coding
SMG6-IT1,lncRNA
SMG7,Protein Coding
SMG7-AS1,lncRNA
SMG8,Protein Coding
SMG9,Protein Coding
SMILR,lncRNA
SMIM1,Protein Coding
SMIM2,Protein Coding
SMIM2-AS1,lncRNA
SMIM2-IT1,lncRNA
SMIM3,Protein Coding
SMIM4,Protein Coding
SMIM5,Protein Coding
SMIM6,Protein Coding
SMIM7,Protein Coding
SMIM7P1,Pseudogene
SMIM8,Protein Coding
SMIM9,Protein Coding
SMIM10,Protein Coding
SMIM10L1,Protein Coding
SMIM10L2A,Protein Coding
SMIM10L2B,Protein Coding
SMIM10L2B-AS1,lncRNA
SMIM11,Protein Coding
SMIM11P1,Pseudogene
SMIM12,Protein Coding
SMIM12P1,Pseudogene
SMIM13,Protein Coding
SMIM14,Protein Coding
SMIM14-DT,lncRNA
SMIM15,Protein Coding
SMIM15-AS1,lncRNA
SMIM15P1,Pseudogene
SMIM15P2,Pseudogene
SMIM17,Protein Coding
SMIM18,Protein Coding
SMIM19,Protein Coding
SMIM20,Protein Coding
SMIM21,Protein Coding
SMIM22,Protein Coding
SMIM23,Protein Coding
SMIM24,Protein Coding
SMIM26,Protein Coding
SMIM27,Protein Coding
SMIM28,Protein Coding
SMIM29,Protein Coding
SMIM30,Protein Coding
SMIM31,Protein Coding
SMIM32,Protein Coding
SMIM33,Protein Coding
SMIM34,Protein Coding
SMIM35,Protein Coding
SMIM36,Protein Coding
SMIM38,Protein Coding
SMIM39,Protein Coding
SMIM40,Protein Coding
SMIM41,Protein Coding
SMIM42,Protein Coding
SMIM43,Protein Coding
SMIM44,Protein Coding
SMIM45,Protein Coding
SMKR1,Protein Coding
SMLR1,Protein Coding
SMN1,Protein Coding
SMN2,Protein Coding
SMNDC1,Protein Coding
SMO,Protein Coding
SMOC1,Protein Coding
SMOC2,Protein Coding
SMOX,Protein Coding
SMPD1,Protein Coding
SMPD2,Protein Coding
SMPD3,Protein Coding
SMPD4,Protein Coding
SMPD4BP,Pseudogene
SMPD4P1,Pseudogene
SMPD4P2,Pseudogene
SMPD5,Pseudogene
SMPDL3A,Protein Coding
SMPDL3B,Protein Coding
SMPX,Protein Coding
SMR3A,Protein Coding
SMR3B,Protein Coding
SMS,Protein Coding
SMSP1,Pseudogene
SMTN,Protein Coding
SMTNL1,Protein Coding
SMTNL2,Protein Coding
SMU1,Protein Coding
SMU1P1,Pseudogene
SMUG1,Protein Coding
SMUG1-AS1,lncRNA
SMUG1P1,Pseudogene
SMURF1,Protein Coding
SMURF2,TF
SMURF2P1,Pseudogene
SMYD1,TF
SMYD2,Protein Coding
SMYD3,TF
SMYD3-AS1,lncRNA
SMYD3-IT1,lncRNA
SMYD4,Protein Coding
SMYD5,Protein Coding
SNAI1,TF
SNAI1P1,Pseudogene
SNAI2,TF
SNAI3,TF
SNAI3-AS1,lncRNA
SNAP23,Protein Coding
SNAP23P1,Pseudogene
SNAP25,Protein Coding
SNAP25-AS1,lncRNA
SNAP29,Protein Coding
SNAP47,Protein Coding
SNAP47-AS1,lncRNA
SNAP91,Protein Coding
SNAPC1,TF
SNAPC2,TF
SNAPC3,TF
SNAPC4,TF
SNAPC5,TF
SNAPC5P1,Pseudogene
SNAPIN,Protein Coding
SNAR-A1,other
SNAR-A2,other
SNAR-A3,other
SNAR-A4,other
SNAR-A5,other
SNAR-A6,other
SNAR-A7,other
SNAR-A8,other
SNAR-A9,other
SNAR-A10,other
SNAR-A11,other
SNAR-A12,other
SNAR-A13,other
SNAR-A14,other
SNAR-B1,other
SNAR-B2,other
SNAR-C1,other
SNAR-C2,other
SNAR-C3,other
SNAR-C4,other
SNAR-C5,other
SNAR-D,other
SNAR-E,other
SNAR-F,other
SNAR-G1,other
SNAR-G2,other
SNAR-H,other
SNAR-I,other
SNCA,Protein Coding
SNCA-AS1,lncRNA
SNCAIP,Protein Coding
SNCB,Protein Coding
SNCG,Protein Coding
SND1,TF
SND1-DT,lncRNA
SND1-IT1,lncRNA
SNED1,Protein Coding
SNED1-AS1,lncRNA
SNF8,TF
SNF8P1,Pseudogene
SNHG1,lncRNA
SNHG3,lncRNA
SNHG4,lncRNA
SNHG5,lncRNA
SNHG6,lncRNA
SNHG7,lncRNA
SNHG8,lncRNA
SNHG9,lncRNA
SNHG10,lncRNA
SNHG11,lncRNA
SNHG12,lncRNA
SNHG14,lncRNA
SNHG15,lncRNA
SNHG16,lncRNA
SNHG17,lncRNA
SNHG18,lncRNA
SNHG19,lncRNA
SNHG20,lncRNA
SNHG21,lncRNA
SNHG22,lncRNA
SNHG25,lncRNA
SNHG26,lncRNA
SNHG27,lncRNA
SNHG28,lncRNA
SNHG29,lncRNA
SNHG30,lncRNA
SNHG31,lncRNA
SNHG32,lncRNA
SNIP1,TF
SNN,Protein Coding
SNORA1,other
SNORA1B,other
SNORA2A,other
SNORA2B,other
SNORA2C,other
SNORA3A,other
SNORA3B,other
SNORA3C,other
SNORA4,other
SNORA5A,other
SNORA5B,other
SNORA5C,other
SNORA6,other
SNORA7A,other
SNORA7B,other
SNORA8,other
SNORA9,other
SNORA9B,other
SNORA10,other
SNORA10B,other
SNORA11,other
SNORA11B,other
SNORA11C,other
SNORA11D,other
SNORA11E,other
SNORA11F,other
SNORA11G,other
SNORA12,other
SNORA13,other
SNORA14A,other
SNORA14B,other
SNORA15,other
SNORA15B-1,other
SNORA15B-2,other
SNORA16A,other
SNORA16B,other
SNORA17A,other
SNORA17B,other
SNORA18,other
SNORA19,other
SNORA20,other
SNORA20B,other
SNORA21,other
SNORA21B,other
SNORA22,other
SNORA22B,other
SNORA22C,other
SNORA23,other
SNORA24,other
SNORA24B,other
SNORA25,other
SNORA25B,other
SNORA26,other
SNORA27,other
SNORA28,other
SNORA29,other
SNORA30,other
SNORA30B,other
SNORA31,other
SNORA31B,other
SNORA32,other
SNORA33,other
SNORA35,other
SNORA35B,other
SNORA36A,other
SNORA36B,other
SNORA36C,other
SNORA37,other
SNORA38,other
SNORA38B,other
SNORA40,other
SNORA40B,other
SNORA40C,other
SNORA41,other
SNORA41B,other
SNORA44,other
SNORA46,other
SNORA47,other
SNORA48,other
SNORA48B,other
SNORA49,other
SNORA50A,other
SNORA50B,other
SNORA50C,other
SNORA50D,other
SNORA51,other
SNORA52,other
SNORA53,other
SNORA54,other
SNORA55,other
SNORA56,other
SNORA57,other
SNORA58,other
SNORA58B,other
SNORA59A,other
SNORA59B,other
SNORA60,other
SNORA61,other
SNORA62,other
SNORA63,other
SNORA63B,other
SNORA63C,other
SNORA63D,other
SNORA63E,other
SNORA64,other
SNORA65,other
SNORA66,other
SNORA67,other
SNORA68,other
SNORA68B,other
SNORA69,other
SNORA70,other
SNORA70B,other
SNORA70C,other
SNORA70D,other
SNORA70E,other
SNORA70F,other
SNORA70G,other
SNORA70H,other
SNORA70I,other
SNORA70J,other
SNORA71A,other
SNORA71B,other
SNORA71C,other
SNORA71D,other
SNORA71E,other
SNORA72,other
SNORA73A,other
SNORA73B,other
SNORA74A,other
SNORA74B,other
SNORA74C-1,other
SNORA74C-2,other
SNORA74D,other
SNORA75,other
SNORA75B,other
SNORA77,other
SNORA77B,other
SNORA78,other
SNORA79,other
SNORA79B,other
SNORA80A,other
SNORA80B,other
SNORA80C,other
SNORA80D,other
SNORA80E,other
SNORA81,other
SNORA84,other
SNORA86,other
SNORA87,other
SNORA88,other
SNORA89,other
SNORA90,other
SNORA91,other
SNORA92,other
SNORA93,other
SNORA94,other
SNORA95,other
SNORA98,other
SNORA99,other
SNORA100,other
SNORA101A,other
SNORA101B,other
SNORA103,other
SNORA104,other
SNORA105A,other
SNORA105B,other
SNORA105C,other
SNORA107,other
SNORA108,other
SNORA109,other
SNORA110,other
SNORA111,other
SNORA112,other
SNORA113,other
SNORA114,other
SNORA115,other
SNORA116,other
SNORA117,other
SNORA118,other
SNORA119,other
SNORA120,other
SNORC,Protein Coding
SNORD1A,other
SNORD1B,other
SNORD1C,other
SNORD2,other
SNORD3A,other
SNORD3B-1,other
SNORD3B-2,other
SNORD3C,other
SNORD3D,other
SNORD3E,other
SNORD3F,other
SNORD3G,other
SNORD3H,other
SNORD3I,other
SNORD3J,other
SNORD3K,other
SNORD3P1,Pseudogene
SNORD3P3,Pseudogene
SNORD3P4,Pseudogene
SNORD4A,other
SNORD4B,other
SNORD5,other
SNORD6,other
SNORD7,other
SNORD8,other
SNORD9,other
SNORD10,other
SNORD11,other
SNORD11B,other
SNORD12,other
SNORD12B,other
SNORD12C,other
SNORD13,other
SNORD13B-1,other
SNORD13B-2,other
SNORD13C,other
SNORD13D,other
SNORD13E,other
SNORD13F,other
SNORD13G,other
SNORD13H,other
SNORD13I,other
SNORD13J,other
SNORD13P1,Pseudogene
SNORD13P2,Pseudogene
SNORD13P3,Pseudogene
SNORD14A,other
SNORD14B,other
SNORD14C,other
SNORD14D,other
SNORD14E,other
SNORD15A,other
SNORD15B,other
SNORD16,other
SNORD17,other
SNORD18A,other
SNORD18B,other
SNORD18C,other
SNORD19,other
SNORD19B,other
SNORD19C,other
SNORD20,other
SNORD21,other
SNORD22,other
SNORD23,other
SNORD24,other
SNORD25,other
SNORD26,other
SNORD27,other
SNORD28,other
SNORD28B,other
SNORD29,other
SNORD30,other
SNORD31,other
SNORD31B,other
SNORD32A,other
SNORD32B,other
SNORD33,other
SNORD34,other
SNORD35A,other
SNORD35B,other
SNORD36A,other
SNORD36B,other
SNORD36C,other
SNORD37,other
SNORD38A,other
SNORD38B,other
SNORD38C,other
SNORD38D,other
SNORD41,other
SNORD42A,other
SNORD42B,other
SNORD43,other
SNORD44,other
SNORD45A,other
SNORD45B,other
SNORD45C,other
SNORD46,other
SNORD47,other
SNORD48,other
SNORD49A,other
SNORD49B,other
SNORD50A,other
SNORD50B,other
SNORD51,other
SNORD52,other
SNORD53,other
SNORD53B,other
SNORD54,other
SNORD55,other
SNORD56,other
SNORD56B,other
SNORD57,other
SNORD58A,other
SNORD58B,other
SNORD58C,other
SNORD59A,other
SNORD59B,other
SNORD60,other
SNORD61,other
SNORD62A,other
SNORD62B,other
SNORD63,other
SNORD63B,other
SNORD64,other
SNORD65,other
SNORD65B,other
SNORD65C,other
SNORD66,other
SNORD67,other
SNORD68,other
SNORD69,other
SNORD70,other
SNORD70B,other
SNORD71,other
SNORD72,other
SNORD73A,other
SNORD73B,other
SNORD74,other
SNORD74B,other
SNORD75,other
SNORD76,other
SNORD77,other
SNORD77B,other
SNORD78,other
SNORD79,other
SNORD80,other
SNORD81,other
SNORD82,other
SNORD83A,other
SNORD83B,other
SNORD84,other
SNORD86,other
SNORD87,other
SNORD88A,other
SNORD88B,other
SNORD88C,other
SNORD89,other
SNORD90,other
SNORD91A,other
SNORD91B,other
SNORD92,other
SNORD93,other
SNORD94,other
SNORD95,other
SNORD96A,other
SNORD96B,other
SNORD97,other
SNORD98,other
SNORD99,other
SNORD100,other
SNORD101,other
SNORD102,other
SNORD103A,other
SNORD103B,other
SNORD103C,other
SNORD104,other
SNORD105,other
SNORD105B,other
SNORD107,other
SNORD108,other
SNORD109A,other
SNORD109B,other
SNORD110,other
SNORD111,other
SNORD111B,other
SNORD112,other
SNORD113-1,other
SNORD113-2,other
SNORD113-3,other
SNORD113-4,other
SNORD113-5,other
SNORD113-6,other
SNORD113-7,other
SNORD113-8,other
SNORD113-9,other
SNORD114-1,other
SNORD114-2,other
SNORD114-3,other
SNORD114-4,other
SNORD114-5,other
SNORD114-6,other
SNORD114-7,other
SNORD114-8,other
SNORD114-9,other
SNORD114-10,other
SNORD114-11,other
SNORD114-12,other
SNORD114-13,other
SNORD114-14,other
SNORD114-15,other
SNORD114-16,other
SNORD114-17,other
SNORD114-18,other
SNORD114-19,other
SNORD114-20,other
SNORD114-21,other
SNORD114-22,other
SNORD114-23,other
SNORD114-24,other
SNORD114-25,other
SNORD114-26,other
SNORD114-27,other
SNORD114-28,other
SNORD114-29,other
SNORD114-30,other
SNORD114-31,other
SNORD115-1,other
SNORD115-2,other
SNORD115-3,other
SNORD115-4,other
SNORD115-5,other
SNORD115-6,other
SNORD115-7,other
SNORD115-8,other
SNORD115-9,other
SNORD115-10,other
SNORD115-11,other
SNORD115-12,other
SNORD115-13,other
SNORD115-14,other
SNORD115-15,other
SNORD115-16,other
SNORD115-17,other
SNORD115-18,other
SNORD115-19,other
SNORD115-20,other
SNORD115-21,other
SNORD115-22,other
SNORD115-23,other
SNORD115-24,other
SNORD115-25,other
SNORD115-26,other
SNORD115-27,other
SNORD115-28,other
SNORD115-29,other
SNORD115-30,other
SNORD115-31,other
SNORD115-32,other
SNORD115-33,other
SNORD115-34,other
SNORD115-35,other
SNORD115-36,other
SNORD115-37,other
SNORD115-38,other
SNORD115-39,other
SNORD115-40,other
SNORD115-41,other
SNORD115-42,other
SNORD115-43,other
SNORD115-44,other
SNORD115-45,other
SNORD115-46,other
SNORD115-47,other
SNORD115-48,other
SNORD116-1,other
SNORD116-2,other
SNORD116-3,other
SNORD116-4,other
SNORD116-5,other
SNORD116-6,other
SNORD116-7,other
SNORD116-8,other
SNORD116-9,other
SNORD116-10,other
SNORD116-11,other
SNORD116-12,other
SNORD116-13,other
SNORD116-14,other
SNORD116-15,other
SNORD116-16,other
SNORD116-17,other
SNORD116-18,other
SNORD116-19,other
SNORD116-20,other
SNORD116-21,other
SNORD116-22,other
SNORD116-23,other
SNORD116-24,other
SNORD116-25,other
SNORD116-26,other
SNORD116-27,other
SNORD116-28,other
SNORD116-29,other
SNORD116-30,other
SNORD117,other
SNORD118,other
SNORD119,other
SNORD121A,other
SNORD121B,other
SNORD123,other
SNORD124,other
SNORD125,other
SNORD126,other
SNORD127,other
SNORD128,other
SNORD129,other
SNORD130,other
SNORD131,other
SNORD132,other
SNORD133,other
SNORD134,other
SNORD135,other
SNORD136,other
SNORD137,other
SNORD138,other
SNORD139,other
SNORD140,other
SNORD141A,other
SNORD141B,other
SNORD142,other
SNORD143,other
SNORD144,other
SNORD145,other
SNORD146,other
SNORD147,other
SNORD148,other
SNORD149,other
SNORD150,other
SNORD151,other
SNORD152,other
SNORD153,other
SNORD154,other
SNORD155,other
SNORD156,other
SNORD157,other
SNORD158,other
SNORD159,other
SNORD160,other
SNORD161,other
SNORD162,other
SNORD163,other
SNORD164,other
SNORD165,other
SNORD166,other
SNORD167,other
SNORD168,other
SNORD169,other
SNORD170,other
SNORD172,other
SNORD173,other
SNORD175,other
SNPH,Protein Coding
SNRK,Protein Coding
SNRK-AS1,lncRNA
SNRNP25,Protein Coding
SNRNP27,Protein Coding
SNRNP35,Protein Coding
SNRNP40,Protein Coding
SNRNP48,Protein Coding
SNRNP70,TF
SNRNP200,Protein Coding
SNRPA,TF
SNRPA1,Protein Coding
SNRPA1-DT,lncRNA
SNRPA1P1,Pseudogene
SNRPB,TF
SNRPB2,TF
SNRPBP1,Pseudogene
SNRPC,Protein Coding
SNRPCP1,Pseudogene
SNRPCP2,Pseudogene
SNRPCP3,Pseudogene
SNRPCP4,Pseudogene
SNRPCP5,Pseudogene
SNRPCP6,Pseudogene
SNRPCP7,Pseudogene
SNRPCP8,Pseudogene
SNRPCP9,Pseudogene
SNRPCP10,Pseudogene
SNRPCP11,Pseudogene
SNRPCP12,Pseudogene
SNRPCP13,Pseudogene
SNRPCP14,Pseudogene
SNRPCP15,Pseudogene
SNRPCP16,Pseudogene
SNRPCP17,Pseudogene
SNRPCP18,Pseudogene
SNRPCP19,Pseudogene
SNRPCP20,Pseudogene
SNRPD1,TF
SNRPD2,Protein Coding
SNRPD2P1,Pseudogene
SNRPD2P2,Pseudogene
SNRPD3,Protein Coding
SNRPE,Protein Coding
SNRPEP1,Pseudogene
SNRPEP2,Pseudogene
SNRPEP3,Pseudogene
SNRPEP4,Pseudogene
SNRPEP5,Pseudogene
SNRPEP6,Pseudogene
SNRPEP7,Pseudogene
SNRPEP8,Pseudogene
SNRPEP9,Pseudogene
SNRPEP10,Pseudogene
SNRPEP11,Pseudogene
SNRPF,Protein Coding
SNRPF-DT,lncRNA
SNRPFP1,Pseudogene
SNRPFP2,Pseudogene
SNRPFP3,Pseudogene
SNRPFP4,Pseudogene
SNRPG,Protein Coding
SNRPGP1,Pseudogene
SNRPGP2,Pseudogene
SNRPGP3,Pseudogene
SNRPGP4,Pseudogene
SNRPGP5,Pseudogene
SNRPGP6,Pseudogene
SNRPGP7,Pseudogene
SNRPGP8,Pseudogene
SNRPGP9,Pseudogene
SNRPGP10,Pseudogene
SNRPGP11,Pseudogene
SNRPGP12,Pseudogene
SNRPGP13,Pseudogene
SNRPGP14,Pseudogene
SNRPGP15,Pseudogene
SNRPGP16,Pseudogene
SNRPGP17,Pseudogene
SNRPGP18,Pseudogene
SNRPGP19,Pseudogene
SNRPGP20,Pseudogene
SNRPN,Protein Coding
SNTA1,Protein Coding
SNTB1,Protein Coding
SNTB2,Protein Coding
SNTG1,Protein Coding
SNTG2,Protein Coding
SNTG2-AS1,lncRNA
SNTN,Protein Coding
SNU13,Protein Coding
SNUPN,Protein Coding
SNURF,Protein Coding
SNURFL,Pseudogene
SNW1,TF
SNX1,Protein Coding
SNX2,Protein Coding
SNX2P1,Pseudogene
SNX2P2,Pseudogene
SNX3,Protein Coding
SNX3P1X,Pseudogene
SNX3P1Y,Pseudogene
SNX4,Protein Coding
SNX5,Protein Coding
SNX5P1,Pseudogene
SNX5P2,Pseudogene
SNX6,TF
SNX6P1,Pseudogene
SNX7,Protein Coding
SNX8,Protein Coding
SNX9,Protein Coding
SNX9-AS1,lncRNA
SNX10,Protein Coding
SNX10-AS1,lncRNA
SNX11,Protein Coding
SNX12,Protein Coding
SNX13,Protein Coding
SNX14,Protein Coding
SNX15,Protein Coding
SNX16,Protein Coding
SNX17,Protein Coding
SNX18,Protein Coding
SNX18P1Y,Pseudogene
SNX18P2,Pseudogene
SNX18P3,Pseudogene
SNX18P4,Pseudogene
SNX18P5,Pseudogene
SNX18P7,Pseudogene
SNX18P8,Pseudogene
SNX18P9,Pseudogene
SNX18P10,Pseudogene
SNX18P11,Pseudogene
SNX18P12,Pseudogene
SNX18P13,Pseudogene
SNX18P14,Pseudogene
SNX18P15,Pseudogene
SNX18P16,Pseudogene
SNX18P17,Pseudogene
SNX18P18,Pseudogene
SNX18P19,Pseudogene
SNX18P20,Pseudogene
SNX18P21,Pseudogene
SNX18P22,Pseudogene
SNX18P23,Pseudogene
SNX18P24,Pseudogene
SNX18P25,Pseudogene
SNX18P26,Pseudogene
SNX18P27,Pseudogene
SNX19,Protein Coding
SNX19P1,Pseudogene
SNX19P2,Pseudogene
SNX19P3,Pseudogene
SNX19P4,Pseudogene
SNX20,Protein Coding
SNX21,Protein Coding
SNX22,Protein Coding
SNX24,Protein Coding
SNX25,Protein Coding
SNX25P1,Pseudogene
SNX27,Protein Coding
SNX29,Protein Coding
SNX29P1,Pseudogene
SNX29P2,Pseudogene
SNX30,Protein Coding
SNX30-DT,lncRNA
SNX31,Protein Coding
SNX32,Protein Coding
SNX33,Protein Coding
SNX33P1,Pseudogene
SOAT1,Protein Coding
SOAT2,Protein Coding
SOBP,Protein Coding
SOCAR,lncRNA
SOCS1,Protein Coding
SOCS2,Protein Coding
SOCS2-AS1,lncRNA
SOCS2P1,Pseudogene
SOCS2P2,Pseudogene
SOCS3,Protein Coding
SOCS3-DT,lncRNA
SOCS4,Protein Coding
SOCS5,Protein Coding
SOCS5P1,Pseudogene
SOCS5P2,Pseudogene
SOCS5P3,Pseudogene
SOCS5P4,Pseudogene
SOCS5P5,Pseudogene
SOCS6,Protein Coding
SOCS6P1,Pseudogene
SOCS7,Protein Coding
SOD1,Protein Coding
SOD1-DT,lncRNA
SOD1P1,Pseudogene
SOD1P2,Pseudogene
SOD1P3,Pseudogene
SOD2,TF
SOD2-OT1,lncRNA
SOD2P1,Pseudogene
SOD3,Protein Coding
SOGA1,Protein Coding
SOGA3,Protein Coding
SOHLH1,TF
SOHLH2,TF
SON,Protein Coding
SONP1,Pseudogene
SORBS1,Protein Coding
SORBS2,TF
SORBS2-AS1,lncRNA
SORBS3,TF
SORCS1,Protein Coding
SORCS2,Protein Coding
SORCS3,Protein Coding
SORCS3-AS1,lncRNA
SORD,Protein Coding
SORD2P,Pseudogene
SORL1,Protein Coding
SORL1-AS1,lncRNA
SORT1,Protein Coding
SOS1,Protein Coding
SOS1-IT1,lncRNA
SOS2,Protein Coding
SOST,Protein Coding
SOSTDC1,Protein Coding
SOWAHA,Protein Coding
SOWAHB,Protein Coding
SOWAHC,Protein Coding
SOWAHCP1,Pseudogene
SOWAHCP2,Pseudogene
SOWAHCP3,Pseudogene
SOWAHCP4,Pseudogene
SOWAHCP5,Pseudogene
SOWAHD,Protein Coding
SOX1,TF
SOX1-OT,lncRNA
SOX2,TF
SOX2-OT,lncRNA
SOX3,TF
SOX4,TF
SOX5,TF
SOX5-AS1,lncRNA
SOX5P1,Pseudogene
SOX6,TF
SOX7,TF
SOX8,TF
SOX9,TF
SOX9-AS1,lncRNA
SOX10,TF
SOX11,TF
SOX12,TF
SOX13,TF
SOX14,TF
SOX15,TF
SOX17,TF
SOX18,TF
SOX21,TF
SOX21-AS1,lncRNA
SOX30,TF
SOX30P1,Pseudogene
SP1,TF
SP2,TF
SP2-AS1,lncRNA
SP2-DT,lncRNA
SP3,TF
SP3P,Pseudogene
SP4,TF
SP5,TF
SP6,TF
SP7,TF
SP8,TF
SP9,TF
SP100,TF
SP110,TF
SP140,TF
SP140L,TF
SPA17,Protein Coding
SPA17P1,Pseudogene
SPAAR,Protein Coding
SPACA1,Protein Coding
SPACA3,Protein Coding
SPACA4,Protein Coding
SPACA5,Protein Coding
SPACA5B,Protein Coding
SPACA6,Protein Coding
SPACA6-AS1,lncRNA
SPACA7,Protein Coding
SPACA7BP,Pseudogene
SPACA9,Protein Coding
SPACDR,Protein Coding
SPAG1,Protein Coding
SPAG4,Protein Coding
SPAG5,Protein Coding
SPAG5-AS1,lncRNA
SPAG6,Protein Coding
SPAG7,Protein Coding
SPAG8,Protein Coding
SPAG9,Protein Coding
SPAG11A,Protein Coding
SPAG11B,Protein Coding
SPAG16,Protein Coding
SPAG16-DT,lncRNA
SPAG17,Protein Coding
SPAM1,Protein Coding
SPANXA1,Protein Coding
SPANXA2,Protein Coding
SPANXA2-OT1,lncRNA
SPANXB1,Protein Coding
SPANXC,Protein Coding
SPANXD,Protein Coding
SPANXN1,Protein Coding
SPANXN2,Protein Coding
SPANXN3,Protein Coding
SPANXN4,Protein Coding
SPANXN5,Protein Coding
SPARC,Protein Coding
SPARCL1,Protein Coding
SPART,Protein Coding
SPART-AS1,lncRNA
SPAST,Protein Coding
SPATA1,Protein Coding
SPATA2,Protein Coding
SPATA2L,Protein Coding
SPATA2P1,Pseudogene
SPATA3,Protein Coding
SPATA3-AS1,lncRNA
SPATA4,Protein Coding
SPATA5,Protein Coding
SPATA5L1,Protein Coding
SPATA6,Protein Coding
SPATA6L,Protein Coding
SPATA7,Protein Coding
SPATA8,lncRNA
SPATA8-AS1,lncRNA
SPATA9,Protein Coding
SPATA12,Protein Coding
SPATA13,Protein Coding
SPATA13-AS1,lncRNA
SPATA16,Protein Coding
SPATA17,Protein Coding
SPATA17-AS1,lncRNA
SPATA18,Protein Coding
SPATA19,Protein Coding
SPATA20,Protein Coding
SPATA20P1,Pseudogene
SPATA21,Protein Coding
SPATA22,Protein Coding
SPATA24,Protein Coding
SPATA25,Protein Coding
SPATA31A1,Protein Coding
SPATA31A3,Protein Coding
SPATA31A5,Protein Coding
SPATA31A6,Protein Coding
SPATA31A7,Protein Coding
SPATA31B1P,Pseudogene
SPATA31C1,other
SPATA31C2,other
SPATA31D1,Protein Coding
SPATA31D2P,Pseudogene
SPATA31D3,Protein Coding
SPATA31D4,Protein Coding
SPATA31D5P,Pseudogene
SPATA31E1,Protein Coding
SPATA31E2P,Pseudogene
SPATA31E3P,Pseudogene
SPATA32,Protein Coding
SPATA33,Protein Coding
SPATA41,lncRNA
SPATA42,lncRNA
SPATA45,Protein Coding
SPATA46,Protein Coding
SPATA48,Protein Coding
SPATC1,Protein Coding
SPATC1L,Protein Coding
SPATS1,Protein Coding
SPATS2,Protein Coding
SPATS2L,Protein Coding
SPC24,Protein Coding
SPC25,Protein Coding
SPCS1,Protein Coding
SPCS2,Protein Coding
SPCS2P1,Pseudogene
SPCS2P2,Pseudogene
SPCS2P3,Pseudogene
SPCS2P4,Pseudogene
SPCS3,Protein Coding
SPCS3-AS1,lncRNA
